Open,Close,High,Low,Price,Change%,Date_Gregorian,Date_Persian
"139,851","139,851","139,851","139,851",2679,1.95%,2020/04/21,1399/02/02
"137,172","137,172","137,172","137,172",108,0.08%,2020/04/20,1399/02/01
"137,064","137,064","137,064","137,064",3563,2.6%,2020/04/19,1399/01/31
"140,627","140,627","140,627","140,627",2344,1.7%,2020/04/18,1399/01/30
"138,283","138,283","138,283","138,283",5329,3.85%,2020/04/17,1399/01/29
"143,612","143,612","143,612","143,612",6695,4.89%,2020/04/15,1399/01/27
"136,917","136,917","136,917","136,917",4810,3.51%,2020/04/14,1399/01/26
"141,727","141,727","141,727","141,727",5891,4.34%,2020/04/13,1399/01/25
"135,836","135,836","135,836","135,836",1104,0.82%,2020/04/12,1399/01/24
"134,732","134,732","134,732","134,732",852,0.63%,2020/04/11,1399/01/23
"135,584","135,584","135,584","135,584",723,0.53%,2020/04/10,1399/01/22
"136,307","136,307","136,307","136,307",750,0.55%,2020/04/07,1399/01/19
"135,557","135,557","135,557","135,557",2804,2.07%,2020/04/06,1399/01/18
"138,361","138,361","138,361","138,361",757,0.55%,2020/04/05,1399/01/17
"137,604","137,604","137,604","137,604",416,0.3%,2020/04/01,1399/01/13
"138,020","138,020","138,020","138,020",9980,7.23%,2020/03/29,1399/01/10
"148,000","148,000","148,000","148,000",11738,8.61%,2020/03/28,1399/01/09
"136,262","136,262","136,262","136,262",1059,0.78%,2020/03/23,1399/01/04
"135,203","135,203","135,203","135,203",27,0.02%,2020/03/17,1398/12/27
"135,230","135,230","135,230","135,230",1600,1.18%,2020/03/16,1398/12/26
"136,830","136,830","136,830","136,830",2218,1.65%,2020/03/15,1398/12/25
"134,612","134,612","134,612","134,612",867,0.64%,2020/03/14,1398/12/24
"135,479","135,479","135,479","135,479",3450,2.61%,2020/03/13,1398/12/23
"132,029","132,029","132,029","132,029",409,0.31%,2020/03/11,1398/12/21
"131,620","131,620","131,620","131,620",6389,4.85%,2020/03/10,1398/12/20
"138,009","138,009","138,009","138,009",1587,1.16%,2020/03/08,1398/12/18
"136,422","136,422","136,422","136,422",2073,1.52%,2020/03/06,1398/12/16
"138,495","138,495","138,495","138,495",2893,2.13%,2020/03/04,1398/12/14
"135,602","135,602","135,602","135,602",2203,1.62%,2020/03/03,1398/12/13
"137,805","137,805","137,805","137,805",1189,0.87%,2020/03/02,1398/12/12
"136,616","136,616","136,616","136,616",545,0.4%,2020/03/01,1398/12/11
"136,071","136,071","136,071","136,071",3355,2.53%,2020/02/29,1398/12/10
"132,716","132,716","132,716","132,716",1857,1.4%,2020/02/28,1398/12/09
"134,573","134,573","134,573","134,573",457,0.34%,2020/02/26,1398/12/07
"135,030","135,030","135,030","135,030",2269,1.71%,2020/02/25,1398/12/06
"132,761","132,761","132,761","132,761",437,0.33%,2020/02/24,1398/12/05
"132,324","132,324","132,324","132,324",3090,2.39%,2020/02/23,1398/12/04
"129,234","129,234","129,234","129,234",5083,3.93%,2020/02/22,1398/12/03
"134,317","134,317","134,317","134,317",4308,3.31%,2020/02/21,1398/12/02
"130,009","130,009","130,009","130,009",1823,1.42%,2020/02/19,1398/11/30
"128,186","128,186","128,186","128,186",2898,2.26%,2020/02/18,1398/11/29
"131,084","131,084","131,084","131,084",2869,2.24%,2020/02/17,1398/11/28
"128,215","128,215","128,215","128,215",1427,1.11%,2020/02/16,1398/11/27
"129,642","129,642","129,642","129,642",3547,2.81%,2020/02/15,1398/11/26
"126,095","126,095","126,095","126,095",20,0.02%,2020/02/14,1398/11/25
"126,115","126,115","126,115","126,115",1721,1.36%,2020/02/12,1398/11/23
"127,836","127,836","127,836","127,836",5,-,2020/02/11,1398/11/22
"127,841","127,841","127,841","127,841",2551,2.04%,2020/02/09,1398/11/20
"125,290","125,290","125,290","125,290",442,0.35%,2020/02/08,1398/11/19
"124,848","124,848","124,848","124,848",430,0.34%,2020/02/07,1398/11/18
"125,278","125,278","125,278","125,278",896,0.72%,2020/02/05,1398/11/16
"124,382","124,382","124,382","124,382",519,0.42%,2020/02/04,1398/11/15
"123,863","123,863","123,863","123,863",549,0.44%,2020/02/03,1398/11/14
"124,412","124,412","124,412","124,412",3323,2.74%,2020/02/02,1398/11/13
"121,089","121,089","121,089","121,089",2583,2.18%,2020/02/01,1398/11/12
"118,506","118,506","118,506","118,506",4389,3.7%,2020/01/31,1398/11/11
"122,895","122,895","122,895","122,895",197,0.16%,2020/01/29,1398/11/09
"122,698","122,698","122,698","122,698",1096,0.9%,2020/01/27,1398/11/07
"121,602","121,602","121,602","121,602",1123,0.93%,2020/01/26,1398/11/06
"120,479","120,479","120,479","120,479",402,0.33%,2020/01/25,1398/11/05
"120,881","120,881","120,881","120,881",84,0.07%,2020/01/24,1398/11/04
"120,965","120,965","120,965","120,965",906,0.75%,2020/01/22,1398/11/02
"120,059","120,059","120,059","120,059",379,0.32%,2020/01/21,1398/11/01
"120,438","120,438","120,438","120,438",888,0.74%,2020/01/20,1398/10/30
"119,550","119,550","119,550","119,550",616,0.52%,2020/01/19,1398/10/29
"118,934","118,934","118,934","118,934",351,0.3%,2020/01/18,1398/10/28
"118,583","118,583","118,583","118,583",422,0.36%,2020/01/17,1398/10/27
"119,005","119,005","119,005","119,005",289,0.24%,2020/01/15,1398/10/25
"118,716","118,716","118,716","118,716",213,0.18%,2020/01/14,1398/10/24
"118,929","118,929","118,929","118,929",245,0.21%,2020/01/13,1398/10/23
"118,684","118,684","118,684","118,684",832,0.71%,2020/01/12,1398/10/22
"117,852","117,852","117,852","117,852",690,0.59%,2020/01/11,1398/10/21
"118,542","118,542","118,542","118,542",482,0.41%,2020/01/10,1398/10/20
"118,060","118,060","118,060","118,060",21,0.02%,2020/01/08,1398/10/18
"118,039","118,039","118,039","118,039",998,0.85%,2020/01/07,1398/10/17
"117,041","117,041","117,041","117,041",90,0.08%,2020/01/05,1398/10/15
"117,131","117,131","117,131","117,131",2437,2.12%,2020/01/04,1398/10/14
"114,694","114,694","114,694","114,694",3877,3.38%,2020/01/03,1398/10/13
"118,571","118,571","118,571","118,571",25,0.02%,2020/01/01,1398/10/11
"118,596","118,596","118,596","118,596",1389,1.19%,2019/12/31,1398/10/10
"117,207","117,207","117,207","117,207",151,0.13%,2019/12/30,1398/10/09
"117,358","117,358","117,358","117,358",844,0.72%,2019/12/29,1398/10/08
"116,514","116,514","116,514","116,514",989,0.86%,2019/12/28,1398/10/07
"115,525","115,525","115,525","115,525",110,0.1%,2019/12/27,1398/10/06
"115,635","115,635","115,635","115,635",432,0.37%,2019/12/25,1398/10/04
"115,203","115,203","115,203","115,203",552,0.48%,2019/12/24,1398/10/03
"114,651","114,651","114,651","114,651",609,0.53%,2019/12/23,1398/10/02
"114,042","114,042","114,042","114,042",507,0.45%,2019/12/22,1398/10/01
"113,535","113,535","113,535","113,535",113,0.1%,2019/12/21,1398/09/30
"113,422","113,422","113,422","113,422",997,0.89%,2019/12/20,1398/09/29
"112,425","112,425","112,425","112,425",1020,0.91%,2019/12/18,1398/09/27
"113,445","113,445","113,445","113,445",924,0.82%,2019/12/17,1398/09/26
"112,521","112,521","112,521","112,521",291,0.26%,2019/12/16,1398/09/25
"112,230","112,230","112,230","112,230",98,0.09%,2019/12/15,1398/09/24
"112,328","112,328","112,328","112,328",2321,2.07%,2019/12/14,1398/09/23
"114,649","114,649","114,649","114,649",2137,1.9%,2019/12/13,1398/09/22
"112,512","112,512","112,512","112,512",514,0.46%,2019/12/11,1398/09/20
"113,026","113,026","113,026","113,026",2502,2.26%,2019/12/10,1398/09/19
"110,524","110,524","110,524","110,524",1631,1.5%,2019/12/09,1398/09/18
"108,893","108,893","108,893","108,893",836,0.77%,2019/12/08,1398/09/17
"109,729","109,729","109,729","109,729",2529,2.3%,2019/12/07,1398/09/16
"112,258","112,258","112,258","112,258",3415,3.14%,2019/12/06,1398/09/15
"108,843","108,843","108,843","108,843",375,0.34%,2019/12/04,1398/09/13
"109,218","109,218","109,218","109,218",451,0.41%,2019/12/03,1398/09/12
"109,669","109,669","109,669","109,669",1138,1.04%,2019/12/02,1398/09/11
"110,807","110,807","110,807","110,807",1671,1.53%,2019/12/01,1398/09/10
"109,136","109,136","109,136","109,136",2741,2.51%,2019/11/30,1398/09/09
"111,877","111,877","111,877","111,877",3358,3.09%,2019/11/29,1398/09/08
"108,519","108,519","108,519","108,519",455,0.42%,2019/11/27,1398/09/06
"108,064","108,064","108,064","108,064",557,0.52%,2019/11/26,1398/09/05
"108,621","108,621","108,621","108,621",654,0.61%,2019/11/25,1398/09/04
"107,967","107,967","107,967","107,967",842,0.78%,2019/11/24,1398/09/03
"108,809","108,809","108,809","108,809",1526,1.42%,2019/11/23,1398/09/02
"107,283","107,283","107,283","107,283",1748,1.63%,2019/11/22,1398/09/01
"109,031","109,031","109,031","109,031",2093,1.96%,2019/11/20,1398/08/29
"106,938","106,938","106,938","106,938",55,0.05%,2019/11/19,1398/08/28
"106,883","106,883","106,883","106,883",307,0.29%,2019/11/18,1398/08/27
"107,190","107,190","107,190","107,190",91,0.08%,2019/11/17,1398/08/26
"107,281","107,281","107,281","107,281",414,0.39%,2019/11/16,1398/08/25
"106,867","106,867","106,867","106,867",101,0.09%,2019/11/15,1398/08/24
"106,766","106,766","106,766","106,766",579,0.54%,2019/11/13,1398/08/22
"107,345","107,345","107,345","107,345",407,0.38%,2019/11/12,1398/08/21
"107,752","107,752","107,752","107,752",1437,1.35%,2019/11/11,1398/08/20
"106,315","106,315","106,315","106,315",556,0.52%,2019/11/10,1398/08/19
"106,871","106,871","106,871","106,871",105,0.1%,2019/11/09,1398/08/18
"106,976","106,976","106,976","106,976",806,0.76%,2019/11/08,1398/08/17
"106,170","106,170","106,170","106,170",295,0.28%,2019/11/06,1398/08/15
"105,875","105,875","105,875","105,875",16,0.02%,2019/11/04,1398/08/13
"105,891","105,891","105,891","105,891",95,0.09%,2019/11/03,1398/08/12
"105,796","105,796","105,796","105,796",146,0.14%,2019/11/02,1398/08/11
"105,942","105,942","105,942","105,942",212,0.2%,2019/11/01,1398/08/10
"106,154","106,154","106,154","106,154",103,0.1%,2019/10/30,1398/08/08
"106,257","106,257","106,257","106,257",1083,1.02%,2019/10/29,1398/08/07
"107,340","107,340","107,340","107,340",543,0.51%,2019/10/27,1398/08/05
"107,883","107,883","107,883","107,883",609,0.57%,2019/10/25,1398/08/03
"107,274","107,274","107,274","107,274",107,0.1%,2019/10/23,1398/08/01
"107,381","107,381","107,381","107,381",3,-,2019/10/22,1398/07/30
"107,384","107,384","107,384","107,384",2710,2.59%,2019/10/21,1398/07/29
"104,674","104,674","104,674","104,674",603,0.58%,2019/10/20,1398/07/28
"105,277","105,277","105,277","105,277",2281,2.17%,2019/10/19,1398/07/27
"107,558","107,558","107,558","107,558",529,0.49%,2019/10/16,1398/07/24
"107,029","107,029","107,029","107,029",1886,1.76%,2019/10/15,1398/07/23
"108,915","108,915","108,915","108,915",1384,1.29%,2019/10/14,1398/07/22
"107,531","107,531","107,531","107,531",520,0.49%,2019/10/13,1398/07/21
"107,011","107,011","107,011","107,011",831,0.78%,2019/10/12,1398/07/20
"107,842","107,842","107,842","107,842",1128,1.06%,2019/10/11,1398/07/19
"106,714","106,714","106,714","106,714",197,0.18%,2019/10/09,1398/07/17
"106,911","106,911","106,911","106,911",1070,1%,2019/10/08,1398/07/16
"107,981","107,981","107,981","107,981",1334,1.25%,2019/10/07,1398/07/15
"106,647","106,647","106,647","106,647",1624,1.52%,2019/10/06,1398/07/14
"108,271","108,271","108,271","108,271",737,0.68%,2019/10/05,1398/07/13
"109,008","109,008","109,008","109,008",1577,1.47%,2019/10/04,1398/07/12
"107,431","107,431","107,431","107,431",1510,1.41%,2019/10/02,1398/07/10
"108,941","108,941","108,941","108,941",501,0.46%,2019/10/01,1398/07/09
"108,440","108,440","108,440","108,440",9,0.01%,2019/09/30,1398/07/08
"108,449","108,449","108,449","108,449",389,0.36%,2019/09/29,1398/07/07
"108,838","108,838","108,838","108,838",1141,1.06%,2019/09/28,1398/07/06
"107,697","107,697","107,697","107,697",2223,2.06%,2019/09/27,1398/07/05
"109,920","109,920","109,920","109,920",263,0.24%,2019/09/25,1398/07/03
"110,183","110,183","110,183","110,183",890,0.81%,2019/09/24,1398/07/02
"109,293","109,293","109,293","109,293",1746,1.62%,2019/09/23,1398/07/01
"107,547","107,547","107,547","107,547",1459,1.36%,2019/09/22,1398/06/31
"109,006","109,006","109,006","109,006",1015,0.93%,2019/09/21,1398/06/30
"110,021","110,021","110,021","110,021",438,0.4%,2019/09/20,1398/06/29
"109,583","109,583","109,583","109,583",166,0.15%,2019/09/18,1398/06/27
"109,749","109,749","109,749","109,749",3635,3.43%,2019/09/17,1398/06/26
"106,114","106,114","106,114","106,114",3468,3.27%,2019/09/16,1398/06/25
"109,582","109,582","109,582","109,582",1892,1.73%,2019/09/15,1398/06/24
"111,474","111,474","111,474","111,474",2118,1.94%,2019/09/14,1398/06/23
"109,356","109,356","109,356","109,356",541,0.5%,2019/09/13,1398/06/22
"108,815","108,815","108,815","108,815",87,0.08%,2019/09/11,1398/06/20
"108,902","108,902","108,902","108,902",995,0.92%,2019/09/10,1398/06/19
"107,907","107,907","107,907","107,907",30,0.03%,2019/09/07,1398/06/16
"107,937","107,937","107,937","107,937",158,0.15%,2019/09/06,1398/06/15
"108,095","108,095","108,095","108,095",252,0.23%,2019/09/04,1398/06/13
"107,843","107,843","107,843","107,843",640,0.59%,2019/09/03,1398/06/12
"108,483","108,483","108,483","108,483",160,0.15%,2019/09/02,1398/06/11
"108,323","108,323","108,323","108,323",2152,1.99%,2019/09/01,1398/06/10
"110,475","110,475","110,475","110,475",225,0.2%,2019/08/31,1398/06/09
"110,250","110,250","110,250","110,250",306,0.28%,2019/08/30,1398/06/08
"110,556","110,556","110,556","110,556",539,0.49%,2019/08/28,1398/06/06
"111,095","111,095","111,095","111,095",1,-,2019/08/27,1398/06/05
"111,094","111,094","111,094","111,094",439,0.4%,2019/08/26,1398/06/04
"111,533","111,533","111,533","111,533",3109,2.87%,2019/08/25,1398/06/03
"108,424","108,424","108,424","108,424",4075,3.76%,2019/08/23,1398/06/01
"112,499","112,499","112,499","112,499",616,0.55%,2019/08/21,1398/05/30
"111,883","111,883","111,883","111,883",601,0.54%,2019/08/20,1398/05/29
"112,484","112,484","112,484","112,484",108,0.1%,2019/08/18,1398/05/27
"112,376","112,376","112,376","112,376",3039,2.7%,2019/08/17,1398/05/26
"115,415","115,415","115,415","115,415",2310,2.04%,2019/08/16,1398/05/25
"113,105","113,105","113,105","113,105",138,0.12%,2019/08/14,1398/05/23
"112,967","112,967","112,967","112,967",218,0.19%,2019/08/13,1398/05/22
"113,185","113,185","113,185","113,185",2067,1.83%,2019/08/12,1398/05/21
"115,252","115,252","115,252","115,252",602,0.53%,2019/08/10,1398/05/19
"114,650","114,650","114,650","114,650",179,0.16%,2019/08/09,1398/05/18
"114,471","114,471","114,471","114,471",404,0.35%,2019/08/07,1398/05/16
"114,875","114,875","114,875","114,875",219,0.19%,2019/08/06,1398/05/15
"114,656","114,656","114,656","114,656",462,0.4%,2019/08/05,1398/05/14
"114,194","114,194","114,194","114,194",497,0.44%,2019/08/04,1398/05/13
"113,697","113,697","113,697","113,697",428,0.38%,2019/08/03,1398/05/12
"114,125","114,125","114,125","114,125",188,0.16%,2019/08/02,1398/05/11
"114,313","114,313","114,313","114,313",469,0.41%,2019/07/31,1398/05/09
"113,844","113,844","113,844","113,844",581,0.51%,2019/07/30,1398/05/08
"114,425","114,425","114,425","114,425",106,0.09%,2019/07/29,1398/05/07
"114,531","114,531","114,531","114,531",827,0.72%,2019/07/28,1398/05/06
"115,358","115,358","115,358","115,358",1393,1.22%,2019/07/27,1398/05/05
"113,965","113,965","113,965","113,965",360,0.32%,2019/07/26,1398/05/04
"114,325","114,325","114,325","114,325",971,0.85%,2019/07/24,1398/05/02
"115,296","115,296","115,296","115,296",316,0.27%,2019/07/23,1398/05/01
"115,612","115,612","115,612","115,612",547,0.48%,2019/07/22,1398/04/31
"115,065","115,065","115,065","115,065",1224,1.06%,2019/07/21,1398/04/30
"116,289","116,289","116,289","116,289",2090,1.83%,2019/07/20,1398/04/29
"114,199","114,199","114,199","114,199",2364,2.07%,2019/07/19,1398/04/28
"116,563","116,563","116,563","116,563",791,0.68%,2019/07/17,1398/04/26
"115,772","115,772","115,772","115,772",1652,1.43%,2019/07/16,1398/04/25
"117,424","117,424","117,424","117,424",1360,1.17%,2019/07/15,1398/04/24
"116,064","116,064","116,064","116,064",87,0.08%,2019/07/14,1398/04/23
"115,977","115,977","115,977","115,977",1013,0.87%,2019/07/13,1398/04/22
"116,990","116,990","116,990","116,990",1129,0.97%,2019/07/12,1398/04/21
"115,861","115,861","115,861","115,861",223,0.19%,2019/07/10,1398/04/19
"116,084","116,084","116,084","116,084",290,0.25%,2019/07/09,1398/04/18
"115,794","115,794","115,794","115,794",295,0.26%,2019/07/08,1398/04/17
"115,499","115,499","115,499","115,499",641,0.55%,2019/07/07,1398/04/16
"116,140","116,140","116,140","116,140",2145,1.88%,2019/07/06,1398/04/15
"113,995","113,995","113,995","113,995",1235,1.08%,2019/07/05,1398/04/14
"115,230","115,230","115,230","115,230",694,0.61%,2019/07/03,1398/04/12
"114,536","114,536","114,536","114,536",202,0.18%,2019/07/02,1398/04/11
"114,334","114,334","115,049","114,334",715,0.63%,2019/07/01,1398/04/10
"115,049","115,049","115,049","115,049",1779,1.57%,2019/06/30,1398/04/09
"113,270","113,270","113,270","113,270",284,0.25%,2019/06/29,1398/04/08
"113,554","113,554","113,554","113,554",447,0.4%,2019/06/26,1398/04/05
"113,107","113,107","113,107","113,107",458,0.4%,2019/06/25,1398/04/04
"113,565","113,565","113,565","113,565",284,0.25%,2019/06/24,1398/04/03
"113,281","113,281","113,281","113,281",1733,1.55%,2019/06/23,1398/04/02
"111,548","111,548","111,548","111,548",929,0.83%,2019/06/22,1398/04/01
"112,477","112,477","112,477","112,477",881,0.79%,2019/06/21,1398/03/31
"111,596","111,596","111,596","111,596",126,0.11%,2019/06/19,1398/03/29
"111,470","111,470","111,470","111,470",1581,1.42%,2019/06/18,1398/03/28
"113,051","113,051","113,051","113,051",8169,7.23%,2019/06/17,1398/03/27
"121,220","121,220","121,220","121,220",13296,12.32%,2019/06/16,1398/03/26
"107,924","107,924","107,924","107,924",3024,2.8%,2019/06/15,1398/03/25
"110,948","110,948","110,948","110,948",35,0.03%,2019/06/14,1398/03/24
"110,983","110,983","110,983","110,983",2073,1.9%,2019/06/12,1398/03/22
"108,910","108,910","108,910","108,910",1258,1.17%,2019/06/11,1398/03/21
"107,652","107,652","107,652","107,652",1360,1.26%,2019/06/10,1398/03/20
"109,012","109,012","109,012","109,012",1939,1.78%,2019/06/09,1398/03/19
"110,951","110,951","110,951","110,951",1894,1.74%,2019/06/08,1398/03/18
"109,057","109,057","109,057","109,057",1588,1.48%,2019/06/07,1398/03/17
"107,469","107,469","107,469","107,469",2650,2.47%,2019/06/02,1398/03/12
"110,119","110,119","110,119","110,119",2194,1.99%,2019/06/01,1398/03/11
"112,313","112,313","112,313","112,313",219,0.2%,2019/05/31,1398/03/10
"112,094","112,094","112,094","112,094",548,0.49%,2019/05/29,1398/03/08
"112,642","112,642","112,642","112,642",17138,15.21%,2019/05/28,1398/03/07
"129,780","129,780","129,780","129,780",14320,12.4%,2019/05/27,1398/03/06
"115,460","115,460","115,460","115,460",6052,5.53%,2019/05/25,1398/03/04
"109,408","109,408","109,408","109,408",478,0.44%,2019/05/24,1398/03/03
"109,886","109,886","109,886","109,886",118,0.11%,2019/05/22,1398/03/01
"109,768","109,768","109,768","109,768",1358,1.25%,2019/05/21,1398/02/31
"108,410","108,410","108,410","108,410",418,0.39%,2019/05/20,1398/02/30
"107,992","107,992","107,992","107,992",6641,6.55%,2019/05/19,1398/02/29
"101,351","101,351","101,351","101,351",1888,1.86%,2019/05/18,1398/02/28
"103,239","103,239","103,239","103,239",1359,1.33%,2019/05/17,1398/02/27
"101,880","101,880","101,880","101,880",1955,1.92%,2019/05/15,1398/02/25
"103,835","103,835","103,835","103,835",67,0.06%,2019/05/14,1398/02/24
"103,902","103,902","103,902","103,902",3285,3.26%,2019/05/13,1398/02/23
"100,617","100,617","100,617","100,617",909,0.91%,2019/05/12,1398/02/22
"99,708","99,708","99,708","99,708",741,0.75%,2019/05/11,1398/02/21
"98,967","98,967","98,967","98,967",281,0.28%,2019/05/10,1398/02/20
"98,686","98,686","98,686","98,686",1314,1.35%,2019/05/08,1398/02/18
"97,372","97,372","97,372","97,372",1039,1.07%,2019/05/07,1398/02/17
"98,411","98,411","98,411","98,411",382,0.39%,2019/05/06,1398/02/16
"98,793","98,793","98,793","98,793",2798,2.91%,2019/05/05,1398/02/15
"95,995","95,995","95,995","95,995",382,0.4%,2019/05/04,1398/02/14
"95,613","95,613","95,613","95,613",152,0.16%,2019/05/03,1398/02/13
"95,765","95,765","95,765","95,765",2843,3.06%,2019/05/01,1398/02/11
"92,922","92,922","92,922","92,922",1031,1.11%,2019/04/28,1398/02/08
"93,953","93,953","93,953","93,953",2983,3.28%,2019/04/20,1398/01/31
"90,970","90,970","90,970","90,970",1505,1.68%,2019/04/02,1398/01/13
"89,465","89,465","89,465","89,465",1325,1.48%,2019/03/24,1398/01/04
"90,790","90,790","90,790","90,790",32,0.04%,2019/03/18,1397/12/27
"90,758","90,758","90,758","90,758",1484,1.66%,2019/03/17,1397/12/26
"89,274","89,274","89,274","89,274",3145,3.52%,2019/03/16,1397/12/25
"92,419","92,419","92,419","92,419",842,0.92%,2019/03/15,1397/12/24
"91,577","91,577","91,577","91,577",1854,2.07%,2019/03/13,1397/12/22
"89,723","89,723","89,723","89,723",307,0.34%,2019/03/12,1397/12/21
"89,416","89,416","89,416","89,416",1717,1.92%,2019/03/11,1397/12/20
"91,133","91,133","91,133","91,133",2056,2.31%,2019/03/10,1397/12/19
"89,077","89,077","89,077","89,077",15613,17.53%,2019/03/09,1397/12/18
"104,690","104,690","104,690","104,690",14954,16.66%,2019/03/08,1397/12/17
"89,736","89,736","89,736","89,736",492,0.55%,2019/03/06,1397/12/15
"89,244","89,244","89,244","89,244",5720,6.41%,2019/03/05,1397/12/14
"94,964","94,964","94,964","94,964",5032,5.6%,2019/03/04,1397/12/13
"89,932","89,932","89,932","89,932",6722,7.47%,2019/03/03,1397/12/12
"96,654","96,654","96,654","96,654",540,0.56%,2019/03/02,1397/12/11
"96,114","96,114","96,114","96,114",5499,6.07%,2019/03/01,1397/12/10
"90,615","90,615","90,615","90,615",407,0.45%,2019/02/27,1397/12/08
"90,208","90,208","90,208","90,208",858,0.95%,2019/02/26,1397/12/07
"91,066","91,066","91,066","91,066",3617,4.14%,2019/02/25,1397/12/06
"87,449","87,449","87,449","87,449",6640,7.59%,2019/02/24,1397/12/05
"94,089","94,089","94,089","94,089",6613,7.56%,2019/02/23,1397/12/04
"87,476","87,476","87,476","87,476",329,0.38%,2019/02/22,1397/12/03
"87,805","87,805","87,805","87,805",4989,5.68%,2019/02/20,1397/12/01
"92,794","92,794","92,794","92,794",5990,6.9%,2019/02/19,1397/11/30
"86,804","86,804","86,804","86,804",680,0.79%,2019/02/18,1397/11/29
"86,124","86,124","86,124","86,124",179,0.21%,2019/02/17,1397/11/28
"86,303","86,303","86,303","86,303",11526,13.36%,2019/02/16,1397/11/27
"88,000","88,000","97,829","97,829",1443,1.5%,2019/02/15,1397/11/26
"96,386","96,386","96,386","96,386",4261,4.42%,2019/02/13,1397/11/24
"100,647","100,647","100,647","100,647",1303,1.29%,2019/02/12,1397/11/23
"101,950","101,950","101,950","101,950",11049,12.15%,2019/02/11,1397/11/22
"90,901","90,901","90,901","90,901",6459,7.65%,2019/02/09,1397/11/20
"84,442","84,442","84,442","84,442",1131,1.36%,2019/02/06,1397/11/17
"83,311","83,311","83,311","83,311",1068,1.28%,2019/02/05,1397/11/16
"84,379","84,379","84,379","84,379",24921,29.53%,2019/02/04,1397/11/15
"109,300","109,300","109,300","109,300",18406,20.25%,2019/02/03,1397/11/14
"90,894","90,894","90,894","90,894",8283,9.11%,2019/02/02,1397/11/13
"99,177","99,177","99,177","99,177",18524,22.97%,2019/02/01,1397/11/12
"80,653","80,653","80,653","80,653",2112,2.62%,2019/01/30,1397/11/10
"82,765","82,765","82,765","82,765",19908,24.05%,2019/01/29,1397/11/09
"102,673","102,673","102,673","102,673",20075,24.3%,2019/01/28,1397/11/08
"82,598","82,598","82,598","82,598",2211,2.75%,2019/01/27,1397/11/07
"80,387","80,387","80,387","80,387",7343,9.13%,2019/01/26,1397/11/06
"87,730","87,730","87,730","87,730",4425,5.31%,2019/01/25,1397/11/05
"83,305","83,305","83,305","83,305",569,0.68%,2019/01/23,1397/11/03
"83,874","83,874","83,874","83,874",384,0.46%,2019/01/22,1397/11/02
"83,490","83,490","83,490","83,490",3510,4.39%,2019/01/21,1397/11/01
"79,980","79,980","79,980","79,980",553,0.7%,2019/01/20,1397/10/30
"79,427","79,427","79,427","79,427",2161,2.72%,2019/01/19,1397/10/29
"81,588","81,588","81,588","81,588",1397,1.74%,2019/01/18,1397/10/28
"80,191","80,191","80,191","80,191",5628,7.02%,2019/01/16,1397/10/26
"85,819","85,819","85,819","85,819",4757,5.54%,2019/01/15,1397/10/25
"90,576","90,576","90,576","90,576",4024,4.44%,2019/01/14,1397/10/24
"94,600","94,600","94,600","94,600",1776,1.88%,2019/01/13,1397/10/23
"96,376","96,376","96,376","96,376",783,0.81%,2019/01/12,1397/10/22
"97,159","97,159","97,159","97,159",16270,20.11%,2019/01/11,1397/10/21
"80,889","80,889","80,889","80,889",1227,1.54%,2019/01/09,1397/10/19
"79,662","79,662","79,662","79,662",3794,4.76%,2019/01/08,1397/10/18
"83,456","83,456","83,456","83,456",581,0.7%,2019/01/07,1397/10/17
"82,875","82,875","82,875","82,875",2389,2.97%,2019/01/06,1397/10/16
"80,486","80,486","80,486","80,486",18223,22.64%,2019/01/05,1397/10/15
"81,415","81,415","98,709","98,709",17294,21.24%,2019/01/04,1397/10/14
"81,415","81,415","81,415","81,415",10187,12.51%,2019/01/02,1397/10/12
"91,602","91,602","91,602","91,602",3584,4.07%,2019/01/01,1397/10/11
"88,018","88,018","88,018","88,018",158,0.18%,2018/12/31,1397/10/10
"91,962","91,962","91,962","91,962",2062,2.29%,2018/12/30,1397/10/09
"90,390","90,390","90,390","90,390",6718,7.43%,2018/12/29,1397/10/08
"87,700","87,700","87,700","87,700",3744,4.46%,2018/12/28,1397/10/07
"87,700","87,700","87,700","87,700",260,0.3%,2018/12/27,1397/10/06
"87,960","87,960","87,960","87,960",8072,10.1%,2018/12/26,1397/10/05
"88,520","88,520","88,520","88,520",5332,6.41%,2018/12/25,1397/10/04
"95,574","95,574","95,574","95,574",9351,10.85%,2018/12/24,1397/10/03
"88,934","86,223","88,934","86,223",2407,2.79%,2018/12/23,1397/10/02
"87,460","87,460","87,460","87,460",760,0.87%,2018/12/22,1397/10/01
"88,220","88,220","88,220","88,220",714,0.81%,2018/12/21,1397/09/30
"88,220","88,220","88,220","88,220",2200,2.49%,2018/12/20,1397/09/29
"90,420","90,420","90,420","90,420",1154,1.29%,2018/12/19,1397/09/28
"95,297","95,297","95,297","95,297",4337,4.77%,2018/12/18,1397/09/27
"86,933","86,933","86,933","86,933",2537,2.92%,2018/12/17,1397/09/26
"85,141","85,141","85,141","85,141",1619,1.9%,2018/12/16,1397/09/25
"86,760","86,760","86,760","86,760",6113,7.58%,2018/12/15,1397/09/24
"86,470","86,470","86,470","86,470",5318,6.55%,2018/12/14,1397/09/23
"86,470","86,470","86,470","86,470",140,0.16%,2018/12/13,1397/09/22
